Comment,Designator,Footprint,JLCPCB Part #
DS254P-2X10-L0,J1,IDC-TH_20P-P2.54-V-R2-C10-S2.54,C4749199
PZ254V-11-05P,J2,HDR-TH_5P-P2.54-V-M,C492404
