Ref,Val,Package,PosX,PosY,Rot,Side
"J1","ST-LINK/V2 20-pin","IDC-TH_20P-P2.54-V-R2-C10-S2.54",118.000000,-100.000000,0.000000,top
"J2","Board L SWD 1x5","HDR-TH_5P-P2.54-V-M",118.000000,-109.500000,0.000000,top
